Rowid,Country,State lgd code,State,District lgd code,District,Year,District and taluk court case type,Pending cases for a period of 0 to 1 years,Pending cases for a period of 1 to 3 years,Pending cases for a period of 3 to 5 years,Pending cases for a period of 5 to 10 years,Pending cases for a period of 10 to 20 years,Pending cases for a period of 20 to 30 years,Pending cases over 30 years,Pending cases,Original pending cases,Pending appeal cases,Pending application cases,Pending execution cases,Cases pending at appearance or service-related stage,Cases pending at compliance or steps or stay stage,Cases pending at evidence or argument or judgement stage,Cases pending at pleadings or issues or charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by senior citizens,Cases filed by women,Cases delayed in disposal
1985,India,36,Telangana,680,Nirmal,2021,Criminal,2919.462498,1948.464954,968.1508026,307.4480496,21.47995633,8.022634291,0.258794655,6173.287689,5846.688835,42.95991265,283.6389414,0,3493.210247,244.0433592,2195.613849,228.2568853,1574.506678,1759.544856,58.74638658,241.7142073,645.4338684
1986,India,36,Telangana,680,Nirmal,2021,Total,4066.181612,2808.439591,1367.21216,501.8028351,31.57294785,8.281428945,0.258794655,8783.74937,7905.141517,174.1688025,283.6389414,420.8001083,4086.1088,723.5898541,3087.679023,845.740931,1654.215432,1822.690752,421.0589029,762.4090523,1172.08099
1987,India,36,Telangana,681,Jagitial,2021,Civil,2741.5396,2309.928473,1195.41147,906.0180363,57.14802706,1.043799581,0,7211.089405,5919.648374,302.4409286,0.521899791,988.4782032,1822.474068,1512.465593,2115.259851,1701.654267,236.1596552,128.1263986,1178.971627,1500.461898,133.8672963
1988,India,36,Telangana,681,Jagitial,2021,Criminal,5545.968124,4281.665881,2397.607638,1313.360823,68.10792266,8.611346543,1.043799581,13616.36553,13034.18632,123.9512002,458.2280161,0,8483.220145,720.4826608,4251.134744,141.4348432,1048.757629,1124.172149,558.9546756,1765.065091,397.4266905
1989,India,36,Telangana,681,Jagitial,2021,Total,8287.507723,6591.594354,3593.019108,2219.378859,125.2559497,9.655146124,1.043799581,20827.45494,18953.83469,426.3921288,458.7499159,988.4782032,10305.69421,2232.948254,6366.394595,1843.08911,1284.917284,1252.298547,1737.926302,3265.526989,531.2939867
1990,India,36,Telangana,682,Peddapalli,2021,Civil,2212.702006,1864.347816,964.8189501,731.2489402,46.12428511,0.842452696,0,5820.084451,4777.759852,244.1006687,0.421226348,797.8027031,1470.922407,1220.713957,1707.230389,1373.408508,190.6049225,103.4110684,951.5503202,1211.025751,108.0445583
1991,India,36,Telangana,682,Peddapalli,2021,Criminal,4476.161787,3455.740959,1935.113843,1060.016105,54.97003842,6.950234742,0.842452696,10989.79542,10519.91743,100.0412577,369.8367336,0,6846.823674,581.5029734,3431.099218,114.1523403,846.4543463,907.3215536,451.1334187,1424.587509,320.763864
1992,India,36,Telangana,682,Peddapalli,2021,Total,6688.863793,5320.088775,2899.932793,1791.265045,101.0943235,7.792687438,0.842452696,16809.87987,15297.67728,344.1419263,370.2579599,797.8027031,8317.746081,1802.21693,5138.329606,1487.560848,1037.059269,1010.732622,1402.683739,2635.61326,428.8084223
1993,India,36,Telangana,683,Rajanna Sircilla,2021,Civil,1531.169326,1289.841889,667.2082864,503.8531947,31.77624582,0.599765487,0,4024.448708,3303.610133,168.7017061,0.289148363,551.8477205,1017.265473,842.2886459,1181.9323,949.6430121,131.8295827,71.7826527,657.4393522,838.209714,74.8702534
1994,India,36,Telangana,683,Rajanna Sircilla,2021,Criminal,3092.119173,2387.253782,1333.483385,729.1088877,37.76964265,4.770947991,0.578296726,7585.084116,7260.554449,69.09256978,255.4370969,0,4724.042861,401.4712435,2369.372509,79.03905048,584.4070748,626.4967322,310.4913244,982.0551619,220.3582286
1995,India,36,Telangana,683,Rajanna Sircilla,2021,Total,4623.2885,3677.095672,2000.691671,1232.962082,69.54588847,5.370713478,0.578296726,11609.53282,10564.16458,237.7942759,255.7262453,551.8477205,5741.308334,1243.759889,3551.304809,1028.682063,716.2366575,698.2793849,967.9306766,1820.264876,295.228482
1996,India,36,Telangana,684,Mancherial,2021,Civil,1304.512648,978.3108846,453.9739344,221.0988487,11.48183103,0.294405924,0,2969.672553,2341.704717,149.2638033,0,478.704032,674.4839713,545.5341767,1014.817219,702.4525341,90.67702451,71.83504539,412.1682932,592.3447186,599.1160548
1997,India,36,Telangana,684,Mancherial,2021,Criminal,3321.193226,2216.5822,1101.372561,349.7542374,24.43569167,9.126583636,0.294405924,7022.758905,6651.218629,48.87138334,322.6688924,0,3973.891159,277.6247861,2497.739857,259.6660247,1791.16564,2001.665876,66.83014469,274.9751328,734.2483738
1998,India,36,Telangana,684,Mancherial,2021,Total,4625.705874,3194.893084,1555.346495,570.8530861,35.9175227,9.42098956,0.294405924,9992.431458,8992.923347,198.1351867,322.6688924,478.704032,4648.37513,823.1589628,3512.557076,962.1185588,1881.842665,2073.500921,478.9984379,867.3198514,1333.364429
1999,India,36,Telangana,685,Kamareddy,2021,Civil,1961.387127,1609.519232,785.3172947,302.3090362,18.29865541,3.430997889,0,4680.262343,3826.706313,182.2241101,0,671.3319203,1208.092479,693.0615736,1600.369904,1098.681769,158.2071249,127.3281439,679.7188041,1104.018876,112.4604864
2000,India,36,Telangana,685,Kamareddy,2021,Criminal,3113.821196,2410.085406,820.7709395,234.4515224,5.718329816,0,0,6584.847394,6267.6707,67.09506984,250.0816239,0,3848.435966,367.8792181,2255.690501,108.6482665,537.5230027,586.7006391,129.9966978,664.0887026,27.44798311
2001,India,36,Telangana,685,Kamareddy,2021,Total,5075.208322,4019.604638,1606.088234,536.7605587,24.01698523,3.430997889,0,11265.10974,10094.37701,249.31918,250.0816239,671.3319203,5056.528445,1060.940792,3856.060406,1207.330035,695.7301276,714.028783,809.7155019,1768.107579,139.9084695
2002,India,36,Telangana,686,Hanumakonda,2021,Civil,2966.884818,3111.717332,1640.080318,1561.777251,259.3489614,6.618477942,0,9546.427158,7363.339383,366.1690144,0.081396214,1816.837364,2446.890227,2278.331559,2544.644207,2108.156656,232.5058409,123.7189585,1345.45222,1740.860158,308.2674392
2003,India,36,Telangana,686,Hanumakonda,2021,Criminal,4215.680261,3393.632096,1894.136841,1140.907972,74.2886217,4.459575367,0.162792428,10723.26816,10311.91251,122.3999592,288.9556948,0,6913.233197,626.1509965,3011.10151,104.6466266,442.7184382,633.6811167,253.2422899,896.8086842,634.758349
2004,India,36,Telangana,686,Hanumakonda,2021,Total,7182.565079,6505.349428,3534.217159,2702.685223,333.6375831,11.07805331,0.162792428,20269.69532,17675.25189,488.5689736,289.0370911,1816.837364,9360.123424,2904.482556,5555.745717,2212.803282,675.2242791,757.4000751,1598.69451,2637.668843,943.0257882
2005,India,36,Telangana,687,Jayashankar Bhupalapally,2021,Civil,1294.102611,1316.752185,692.4333405,642.724411,100.0439567,2.523367411,0,4048.579872,3148.374214,157.1424149,0.067516377,742.9957263,1035.859298,951.2821314,1093.007375,901.8831563,102.9424075,54.95333772,582.2550205,751.5798345,123.6400211
2006,India,36,Telangana,687,Jayashankar Bhupalapally,2021,Criminal,1957.09082,1562.358074,872.581868,516.2134872,32.36480826,2.267009359,0.135032753,4943.0111,4749.103412,54.16613761,139.7415497,0,3165.578045,283.2848542,1418.64961,48.85115041,238.9490437,315.002036,133.7478895,458.2793638,263.3166544
2007,India,36,Telangana,687,Jayashankar Bhupalapally,2021,Total,3251.193431,2879.110259,1565.015209,1158.937898,132.408765,4.790376771,0.135032753,8991.590971,7897.477626,211.3085525,139.8090661,742.9957263,4201.437342,1234.566986,2511.656985,950.7343067,341.8914511,369.9553737,716.00291,1209.859198,386.9566755
2008,India,36,Telangana,688,Mahabubabad,2021,Civil,2462.199943,2631.366796,1379.909347,1327.717831,225.0236508,5.737656922,0,8031.955224,6162.261727,294.264774,0,1575.428723,2069.864071,1919.524461,2121.808458,1765.527793,190.8221258,110.4226233,1097.679057,1440.199908,548.7857967
2009,India,36,Telangana,688,Mahabubabad,2021,Criminal,3399.675929,2763.75047,1530.829688,908.1242537,57.19570133,2.769903342,0,8662.345946,8343.16017,99.17527054,220.0410315,0,5557.51855,537.5645089,2408.369977,98.46482094,573.3351639,752.2942975,172.261814,603.4994841,999.3267167
2010,India,36,Telangana,688,Mahabubabad,2021,Total,5861.875872,5395.117266,2910.739035,2235.842085,282.2193521,8.507560263,0,16694.30117,14505.4219,393.4400445,220.0410315,1575.428723,7627.382621,2457.08897,4530.178435,1863.992614,764.1572897,862.7169207,1269.940871,2043.699392,1548.112513
2011,India,36,Telangana,689,Jangoan,2021,Civil,1737.36948,1882.518346,994.5667311,971.872942,171.3457232,4.416911976,0,5762.090133,4406.250464,218.2563745,0,1137.583295,1479.665512,1397.419565,1515.305422,1260.799908,133.8781251,70.97520623,794.739541,1030.968178,196.6287366
2012,India,36,Telangana,689,Jangoan,2021,Criminal,2292.529623,1865.003005,1040.106617,640.4522365,43.55989052,2.132302333,0,5883.783674,5664.461148,70.5182843,148.8042414,0,3824.741156,351.5252703,1606.537501,56.50601183,190.9933661,313.6007503,113.6212529,425.2420081,391.8867074
2013,India,36,Telangana,689,Jangoan,2021,Total,4029.899102,3747.52135,2034.673348,1612.325178,214.9056137,6.549214309,0,11645.87381,10070.71161,288.7746588,148.8042414,1137.583295,5304.406668,1748.944835,3121.842923,1317.30592,324.8714912,384.5759565,908.3607939,1456.210186,588.5154439
2014,India,36,Telangana,690,Bhadradri Kothagudem,2021,Civil,2758.598933,2498.160289,1181.612181,876.4683199,32.8111678,0,0,7347.65089,5890.835039,144.3691383,0,1312.446712,1985.075652,1400.626726,2060.951478,1716.024076,227.217337,244.8533397,877.2885991,1356.331649,3941.441532
2015,India,36,Telangana,690,Bhadradri Kothagudem,2021,Criminal,5664.848121,4582.489723,2414.491811,1023.298296,8.202791951,0,0,13693.33074,13232.74398,101.7146202,359.2822874,0,7914.873953,1087.280073,4318.769962,336.7246096,4369.627272,4634.167313,331.3927948,686.5736863,6586.841936
2016,India,36,Telangana,690,Bhadradri Kothagudem,2021,Total,8423.447054,7080.650012,3596.103991,1899.766616,41.01395975,0,0,21040.98163,19123.57901,246.0837585,359.2822874,1312.446712,9899.949605,2487.906799,6379.72144,2052.748686,4596.844609,4879.020652,1208.681394,2042.905335,10528.28347
2017,India,36,Telangana,691,Sangareddy,2021,Civil,4515.974908,3685.291879,1346.061112,830.0983088,48.8301618,0.005651159,0,10426.26202,8413.490271,386.6755735,0,1626.096176,3194.115005,3086.107891,2048.715237,1990.033215,374.0586901,217.5459025,1799.173987,2482.570066,217.0183212
2018,India,36,Telangana,691,Sangareddy,2021,Criminal,7286.393922,4504.136629,1308.890624,571.3967326,9.065092837,0,0,13679.883,13419.26149,79.09611464,181.5253915,0,8163.488834,1303.616834,3891.115037,42.43876649,2303.54207,2433.92416,313.6410634,950.4303293,99.6576259
2019,India,36,Telangana,691,Sangareddy,2021,Total,11802.36883,8189.428507,2654.951736,1401.495041,57.89525464,0.005651159,0,24106.14502,21832.75176,465.7716882,181.5253915,1626.096176,11357.60384,4389.724726,5939.830273,2032.471982,2677.60076,2651.470063,2112.81505,3433.000395,316.675947
2020,India,36,Telangana,692,Siddipet,2021,Civil,2996.180293,2552.198086,1052.957409,750.7736867,68.17706933,1.076697505,0,7421.363241,5955.406372,281.9398307,0.086164942,1183.930874,2151.428127,2031.454445,1651.448463,1503.003389,247.6227189,141.0526898,1229.086747,1661.511462,167.4842988
2021,India,36,Telangana,692,Siddipet,2021,Criminal,4915.06628,3270.488519,1242.713728,624.799516,24.55375015,1.858312811,0.172329884,10079.65244,9812.530046,73.19594993,193.9264395,0,6138.363126,822.6397476,2915.450525,55.40838482,1328.607574,1429.333792,267.499523,838.7272735,194.1470238
2022,India,36,Telangana,692,Siddipet,2021,Total,7911.246573,5822.686605,2295.671136,1375.573203,92.73081948,2.935010316,0.172329884,17501.01568,15767.93642,355.1357807,194.0126044,1183.930874,8289.791253,2854.094193,4566.898988,1558.411774,1576.230293,1570.386482,1496.58627,2500.238736,361.6313226
2023,India,36,Telangana,693,Wanaparthy,2021,Civil,1729.047058,1346.970059,680.1346088,411.4916082,72.9106804,1.877528251,0.62584275,4243.057386,3305.701406,108.5837172,0,828.7722619,1211.005722,1094.911891,1003.382389,774.636864,128.1413031,76.19635483,666.0531469,810.1534401,2.816292376
2024,India,36,Telangana,693,Wanaparthy,2021,Criminal,2455.650491,1924.935839,858.8127139,321.2137915,14.39438325,0.938764125,0.156460688,5576.102443,5453.280804,36.61180089,86.20983884,0,3442.448047,310.2615434,1713.400989,66.02641014,274.7449673,302.2820483,173.6713632,505.0550994,2.972753063
2025,India,36,Telangana,693,Wanaparthy,2021,Total,4184.697549,3271.905898,1538.947323,732.7053998,87.30506365,2.816292376,0.782303438,9819.159829,8758.98221,145.195518,86.20983884,828.7722619,4653.453769,1405.173435,2716.783379,840.6632742,402.8862704,378.4784032,839.7245101,1315.20854,5.789045439
2026,India,36,Telangana,694,Nagarkurnool,2021,Civil,2578.993224,2009.098965,1014.46779,613.768182,108.7513205,2.800463188,0.933487729,6328.813432,4930.682186,161.960121,0,1236.171125,1806.298756,1633.136782,1496.614202,1155.424437,191.1316126,113.652131,993.4643158,1208.399865,4.200694781
2027,India,36,Telangana,694,Nagarkurnool,2021,Criminal,3662.772477,2871.174883,1280.978536,479.112577,21.47021777,1.400231594,0.233371932,8317.142295,8133.945328,54.60903216,128.5879347,0,5134.649255,462.7765418,2555.656031,98.48295543,409.8011131,450.8745732,259.0428449,753.3245975,4.434066714
2028,India,36,Telangana,694,Nagarkurnool,2021,Total,6241.765701,4880.273848,2295.446326,1092.880759,130.2215382,4.200694781,1.166859662,14645.95573,13064.62751,216.5691532,128.5879347,1236.171125,6940.948011,2095.913324,4052.270233,1253.907392,600.9327257,564.5267042,1252.507161,1961.724463,8.634761495
2029,India,36,Telangana,695,Jogulamba Gadwal,2021,Civil,1825.507245,1422.11491,718.0780015,434.4479282,76.97822607,1.982271916,0.660757305,4479.76934,3490.120086,114.6413925,0,875.0078615,1278.565386,1155.994906,1059.35915,817.8523546,135.2900583,80.44720192,703.2109621,855.3503317,2.973407874
2030,India,36,Telangana,695,Jogulamba Gadwal,2021,Criminal,2592.646477,2032.324282,906.7242122,339.1336869,15.19741802,0.991135958,0.165189326,5887.182401,5757.50878,38.65430236,91.0193188,0,3634.495558,327.5704341,1808.988313,69.70989571,290.072457,319.1457784,183.3601522,533.2311454,3.1385972
2031,India,36,Telangana,695,Jogulamba Gadwal,2021,Total,4418.153722,3454.439192,1624.802214,773.5816152,92.17564409,2.973407874,0.825946632,10366.95174,9247.628866,153.2956948,91.0193188,875.0078615,4913.060943,1483.56534,2868.347462,887.5622503,425.3625153,399.5929804,886.5711144,1388.581477,6.112005074
2032,India,36,Telangana,696,Suryapet,2021,Civil,3746.71393,3288.144888,1716.08827,1205.201385,173.9725849,0.315167726,0,10130.43623,8097.289224,237.3212979,0.945503179,1794.880201,2624.401657,2527.329997,2655.288094,2219.095961,277.3475991,262.8498837,1865.79294,2070.336794,66.18522252
2033,India,36,Telangana,696,Suryapet,2021,Criminal,6778.627457,5789.315964,2840.291549,1290.927007,67.44589343,0,0,16766.60787,16350.58647,127.3277614,288.6936373,0,10339.07726,1960.343258,4214.738004,196.9798289,676.9802761,843.7040033,478.7397762,1686.147336,10.71570269
2034,India,36,Telangana,696,Suryapet,2021,Total,10525.34139,9077.460853,4556.379819,2496.128392,241.4184783,0.315167726,0,26897.0441,24447.8757,364.6490593,289.6391405,1794.880201,12963.47892,4487.673255,6870.026098,2416.07579,954.3278752,1106.553887,2344.532716,3756.48413,76.90092522
2035,India,36,Telangana,697,Yadadri Bhuvanagiri,2021,Civil,2626.58767,2305.11349,1203.042553,844.8915925,121.9613387,0.220944454,0,7101.817588,5676.504915,166.3711739,0.662833362,1258.278666,1839.804469,1771.753578,1861.457026,1555.669901,194.4311196,184.2676747,1307.991168,1451.384119,46.39833536
2036,India,36,Telangana,697,Yadadri Bhuvanagiri,2021,Criminal,4752.073319,4058.528678,1991.15142,904.988484,47.28211318,0,0,11754.02401,11462.37733,89.26155946,202.38512,0,7248.082817,1374.274505,2954.690185,138.0902838,474.5886874,591.4683037,335.6146258,1182.052829,7.51211144
2037,India,36,Telangana,697,Yadadri Bhuvanagiri,2021,Total,7378.660989,6363.642167,3194.193973,1749.880077,169.2434518,0.220944454,0,18855.8416,17138.88225,255.6327334,203.0479533,1258.278666,9087.887286,3146.028082,4816.147211,1693.760185,669.019807,775.7359784,1643.605794,2633.436949,53.9104468
2038,India,36,Telangana,698,Vikarabad,2021,Civil,4492.717029,4107.95197,1758.00935,1239.770431,434.1961329,73.53624897,2.485584534,12108.66675,8183.795065,440.4455474,0.136246382,3069.010915,4364.625388,3204.401147,2163.228966,1584.39594,416.9911869,336.1705886,1543.288539,1467.845015,46.54106658
2039,India,36,Telangana,698,Vikarabad,2021,Criminal,6730.765372,4572.851019,2038.127014,874.7190975,146.2735782,8.02013784,0.587334538,14371.34355,13409.71673,508.2989342,344.7395196,0,9208.866862,2155.059341,2521.629355,216.9272462,852.0592095,703.7830203,301.2431492,953.9084017,58.16435808
2040,India,36,Telangana,698,Vikarabad,2021,Total,11223.4824,8680.802989,3796.136364,2114.489529,580.4697111,81.55638681,3.072919072,26480.0103,21593.5118,948.7444816,344.875766,3069.010915,13573.49225,5359.460488,4684.858321,1801.323186,1269.050396,1039.953609,1844.531688,2421.753417,104.7054247
2041,India,36,Telangana,699,Kumuram Bheem Asifabad,2021,Civil,833.7700478,625.280494,290.1542346,141.313768,7.338531226,0.188167467,0,1898.045243,1496.684035,95.40090594,0,305.9603019,431.0916677,348.674317,648.6132599,448.9675771,57.95557994,45.91286203,263.4344543,378.5929443,382.920796
2042,India,36,Telangana,699,Kumuram Bheem Asifabad,2021,Criminal,2122.717199,1416.712862,703.9344953,223.5429512,15.61789979,5.833191487,0.188167467,4488.546766,4251.079422,31.23579958,206.2315442,0,2539.884474,177.4419217,1596.412793,165.9637062,1144.810871,1279.35061,42.71401509,175.7484145,469.2896635
2043,India,36,Telangana,699,Kumuram Bheem Asifabad,2021,Total,2956.487247,2041.993356,994.08873,364.8567192,22.95643102,6.021358955,0.188167467,6386.592009,5747.763457,126.6367055,206.2315442,305.9603019,2970.976142,526.1162387,2245.026053,614.9312833,1202.766451,1325.263472,306.1484694,554.3413588,852.2104596
2044,India,36,Telangana,700,Medchal Malkajgiri,2021,Civil,12741.47437,11850.77888,4982.718751,3572.271182,1312.104436,231.192629,7.33260204,34697.87285,23075.69862,1301.321197,0.431329532,9005.729293,12779.8627,9206.297525,5988.579219,4352.114975,1210.310666,998.9591955,4315.020635,3952.703829,144.9267227
2045,India,36,Telangana,700,Medchal Malkajgiri,2021,Criminal,19204.08474,12827.30894,5716.410284,2493.947353,450.7393607,24.58578331,1.725318127,40718.80178,37779.72236,1577.803427,1017.506365,0,26203.70038,6556.640212,6514.801247,630.1724459,2462.028967,1969.019312,804.8609062,2587.114531,181.5897329
2046,India,36,Telangana,700,Medchal Malkajgiri,2021,Total,31945.55911,24678.08783,10699.12903,6066.218534,1762.843796,255.7784123,9.057920166,75416.67464,60855.42097,2879.124624,1017.937695,9005.729293,38983.56308,15762.93774,12503.38047,4982.287421,3672.339633,2967.978508,5119.881542,6539.81836,326.5164555
2047,India,36,Telangana,720,Mulugu,2021,Civil,919.1651189,969.9801529,505.1436998,478.8971692,77.99116899,1.965682735,0,2953.142992,2272.657328,104.7712753,0,575.7143893,763.5459516,696.0168922,783.4220219,651.9058535,71.60395093,44.54314397,400.1099192,530.5890897,296.0720374
2048,India,36,Telangana,720,Mulugu,2021,Criminal,1320.018145,1072.479551,590.6496077,339.1728348,19.81975752,0.948950286,0,3343.088847,3221.110129,36.76547101,85.23494999,0,2120.969043,213.9757299,943.4982288,42.96529727,316.2219679,384.7850064,68.10147027,225.5785234,522.9527412
2049,India,36,Telangana,720,Mulugu,2021,Total,2239.183264,2042.459704,1095.793307,818.070004,97.81092652,2.914633021,0,6296.231839,5493.767456,141.5367463,85.23494999,575.7143893,2884.514995,909.9926221,1726.920251,694.8711508,387.8259188,429.3281504,468.2113895,756.1676131,819.0247785
2050,India,36,Telangana,721,Narayanpet,2021,Civil,1696.474687,1321.595383,667.3220037,403.7397906,71.53716442,1.84215874,0.614052913,4163.12524,3243.427489,106.5381805,0,813.1595706,1188.192388,1074.285572,984.4803335,760.0439936,125.727334,74.76094221,653.5058131,794.8914965,2.763238111
2051,India,36,Telangana,721,Narayanpet,2021,Criminal,2409.390119,1888.673249,842.6341105,315.1626578,14.12321701,0.92107937,0.153513228,5471.057946,5350.550061,35.92209544,84.58578883,0,3377.59805,304.4167318,1681.123364,64.78258237,269.569229,296.5875572,170.3996835,495.5407012,2.916751339
2052,India,36,Telangana,721,Narayanpet,2021,Total,4105.864806,3210.268631,1509.956114,718.9024484,85.66038143,2.763238111,0.767566142,9634.183186,8593.97755,142.4602759,84.58578883,813.1595706,4565.790438,1378.702304,2665.603697,824.826576,395.296563,371.3484994,823.9054966,1290.432198,5.679989449
2053,India,37,Ladakh,6,Kargil,2021,Civil,114,63,27,15,1,0,0,220,173,5,5,26,66,44,90,18,25,34,32,17,7
2054,India,37,Ladakh,6,Kargil,2021,Criminal,79,26,12,3,3,0,0,123,78,4,32,3,25,20,71,4,41,41,4,22,1
